Timestamp,Defect,Confidence
2024-08-02 00:23:19,PittedSurface,0.7150497
2024-08-02 00:23:19,Scratches,0.89795756
2024-08-02 00:23:19,Patches,0.92709136
2024-08-02 00:23:19,Patches,0.9958204
2024-08-02 00:23:19,Patches,0.99647564
2024-08-02 00:23:19,Patches,0.9979254
2024-08-02 00:23:20,Patches,0.999856
2024-08-02 00:23:20,Patches,1.0
2024-08-02 00:23:20,Patches,1.0
2024-08-02 00:23:20,Patches,1.0
2024-08-02 00:23:20,Patches,1.0
2024-08-02 00:23:20,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:21,Patches,1.0
2024-08-02 00:23:22,Patches,1.0
2024-08-02 00:23:22,Patches,1.0
2024-08-02 00:23:22,Patches,1.0
2024-08-02 00:23:22,Patches,1.0
2024-08-02 00:23:22,Patches,1.0
2024-08-02 00:23:22,Patches,1.0
2024-08-02 00:23:23,Patches,1.0
2024-08-02 00:23:23,Patches,1.0
2024-08-02 00:23:23,Patches,1.0
2024-08-02 00:23:23,PittedSurface,0.7197065
2024-08-02 00:23:23,Scratches,0.8680626
2024-08-02 00:23:23,Patches,0.9476442
2024-08-02 00:23:24,Patches,0.9969222
2024-08-02 00:23:24,Patches,0.99741447
2024-08-02 00:23:24,Patches,0.9973773
2024-08-02 00:23:24,Patches,0.99978167
2024-08-02 00:23:24,Patches,1.0
2024-08-02 00:23:24,Patches,1.0
2024-08-02 00:23:25,Patches,1.0
2024-08-02 00:23:25,Patches,1.0
2024-08-02 00:23:25,Patches,1.0
2024-08-02 00:23:25,Patches,1.0
2024-08-02 00:23:25,Patches,1.0
2024-08-02 00:23:25,Patches,1.0
2024-08-02 00:23:26,Patches,1.0
2024-08-02 00:23:26,Patches,1.0
2024-08-02 00:23:26,Patches,1.0
2024-08-02 00:23:26,Patches,1.0
2024-08-02 00:23:26,Patches,1.0
2024-08-02 00:23:26,Patches,1.0
2024-08-02 00:23:27,Patches,1.0
2024-08-02 00:23:27,Patches,1.0
2024-08-02 00:23:27,Patches,1.0
2024-08-02 00:23:27,Patches,1.0
2024-08-02 00:23:27,Patches,1.0
2024-08-02 00:23:27,Patches,1.0
2024-08-02 00:23:28,Patches,1.0
2024-08-02 00:23:28,PittedSurface,0.88897634
2024-08-02 00:23:28,Patches,0.66311157
2024-08-02 00:23:28,Patches,0.9910349
2024-08-02 00:23:28,Patches,0.99728084
2024-08-02 00:23:29,Patches,0.9912977
2024-08-02 00:23:29,Patches,0.9788478
2024-08-02 00:23:29,Patches,0.96996486
2024-08-02 00:23:29,Patches,1.0
2024-08-02 00:23:29,Patches,1.0
2024-08-02 00:23:29,Patches,1.0
2024-08-02 00:23:30,Patches,1.0
2024-08-02 00:23:30,Patches,1.0
2024-08-02 00:23:30,Patches,1.0
2024-08-02 00:23:30,Patches,0.99999976
2024-08-02 00:23:30,Patches,1.0
2024-08-02 00:23:30,Patches,1.0
2024-08-02 00:23:31,Patches,1.0
2024-08-02 00:23:31,Patches,1.0
2024-08-02 00:23:31,Patches,1.0
2024-08-02 00:23:31,Patches,1.0
2024-08-02 00:23:31,Patches,1.0
2024-08-02 00:23:31,Patches,1.0
2024-08-02 00:23:32,Patches,1.0
2024-08-02 00:23:32,Patches,1.0
2024-08-02 00:23:32,Patches,1.0
2024-08-02 00:23:32,Patches,1.0
2024-08-02 00:23:32,Patches,1.0
2024-08-02 00:23:32,Patches,1.0
2024-08-02 00:23:33,PittedSurface,0.750601
2024-08-02 00:23:33,Scratches,0.7189143
2024-08-02 00:23:33,Patches,0.94813687
2024-08-02 00:23:33,Patches,0.9803397
2024-08-02 00:23:33,Patches,0.9982109
2024-08-02 00:23:34,Patches,0.9999149
2024-08-02 00:23:34,Patches,0.99954945
2024-08-02 00:23:34,Patches,1.0
2024-08-02 00:23:34,Patches,1.0
2024-08-02 00:23:34,Patches,1.0
2024-08-02 00:23:34,Patches,1.0
2024-08-02 00:23:35,Patches,1.0
2024-08-02 00:23:35,Patches,1.0
2024-08-02 00:23:35,Patches,1.0
2024-08-02 00:23:35,Patches,1.0
2024-08-02 00:23:35,Patches,1.0
2024-08-02 00:23:36,Patches,1.0
2024-08-02 00:23:36,Patches,1.0
2024-08-02 00:23:36,Patches,1.0
2024-08-02 00:23:36,Patches,1.0
2024-08-02 00:23:36,Patches,1.0
2024-08-02 00:23:36,Patches,1.0
2024-08-02 00:23:37,Patches,1.0
2024-08-02 00:23:37,Patches,1.0
2024-08-02 00:23:37,Patches,1.0
2024-08-02 00:23:37,Patches,1.0
2024-08-02 00:23:37,Patches,1.0
2024-08-02 00:23:37,Patches,1.0
2024-08-02 00:23:38,PittedSurface,0.7454131
2024-08-02 00:23:38,Scratches,0.7633649
2024-08-02 00:23:38,Patches,0.9319374
2024-08-02 00:23:38,Patches,0.9783545
2024-08-02 00:23:38,Patches,0.9927046
2024-08-02 00:23:38,Patches,0.99979645
2024-08-02 00:23:39,Patches,0.9997892
2024-08-02 00:23:39,Patches,1.0
2024-08-02 00:23:39,Patches,1.0
2024-08-02 00:23:39,Patches,1.0
2024-08-02 00:23:39,Patches,1.0
2024-08-02 00:23:39,Patches,1.0
2024-08-02 00:23:40,Patches,1.0
2024-08-02 00:23:40,Patches,1.0
2024-08-02 00:23:40,Patches,1.0
2024-08-02 00:23:40,Patches,1.0
2024-08-02 00:23:40,Patches,1.0
2024-08-02 00:23:40,Patches,1.0
2024-08-02 00:23:41,Patches,1.0
2024-08-02 00:23:41,Patches,1.0
2024-08-02 00:23:41,Patches,1.0
2024-08-02 00:23:41,Patches,1.0
2024-08-02 00:23:41,Patches,1.0
2024-08-02 00:23:41,Patches,1.0
2024-08-02 00:23:42,Patches,1.0
2024-08-02 00:23:42,Patches,1.0
2024-08-02 00:23:42,Patches,1.0
2024-08-02 00:23:42,Patches,1.0
2024-08-02 00:23:42,PittedSurface,0.7351542
2024-08-02 00:23:42,Scratches,0.8280738
2024-08-02 00:23:43,Patches,0.89415
2024-08-02 00:23:43,Patches,0.98919827
2024-08-02 00:23:43,Patches,0.9981893
2024-08-02 00:23:43,Patches,0.99911517
2024-08-02 00:23:43,Patches,0.9996793
2024-08-02 00:23:43,Patches,1.0
2024-08-02 00:23:44,Patches,1.0
2024-08-02 00:23:44,Patches,1.0
2024-08-02 00:23:44,Patches,1.0
2024-08-02 00:23:44,Patches,1.0
2024-08-02 00:23:44,Patches,1.0
2024-08-02 00:23:45,Patches,1.0
2024-08-02 00:23:45,Patches,1.0
2024-08-02 00:23:45,Patches,1.0
2024-08-02 00:23:45,Patches,1.0
2024-08-02 00:23:46,Patches,1.0
2024-08-02 00:23:46,Patches,1.0
2024-08-02 00:23:46,Patches,1.0
2024-08-02 00:23:46,Patches,1.0
2024-08-02 00:23:46,Patches,1.0
2024-08-02 00:23:46,Patches,1.0
2024-08-02 00:23:47,Patches,1.0
2024-08-02 00:23:47,Patches,1.0
2024-08-02 00:23:47,Patches,1.0
2024-08-02 00:23:47,Patches,1.0
2024-08-02 00:23:47,Patches,1.0
2024-08-02 00:23:48,PittedSurface,0.73751813
2024-08-02 00:23:48,Scratches,0.80639046
2024-08-02 00:23:48,Patches,0.91987795
2024-08-02 00:23:48,Patches,0.9778081
2024-08-02 00:23:48,Patches,0.9987966
2024-08-02 00:23:48,Patches,0.9998964
2024-08-02 00:23:49,Patches,0.99910164
2024-08-02 00:23:49,Patches,1.0
2024-08-02 00:23:49,Patches,1.0
2024-08-02 00:23:49,Patches,1.0
2024-08-02 00:23:49,Patches,1.0
2024-08-02 00:23:49,Patches,1.0
2024-08-02 00:23:50,Patches,1.0
2024-08-02 00:23:50,Patches,1.0
2024-08-02 00:23:50,Patches,1.0
2024-08-02 00:23:50,Patches,1.0
2024-08-02 00:23:50,Patches,1.0
2024-08-02 00:23:51,Patches,1.0
2024-08-02 00:23:51,Patches,1.0
2024-08-02 00:23:51,Patches,1.0
2024-08-02 00:23:51,Patches,1.0
2024-08-02 00:23:51,Patches,1.0
2024-08-02 00:23:51,Patches,1.0
2024-08-02 00:23:52,Patches,1.0
2024-08-02 00:23:52,Patches,1.0
2024-08-02 00:23:52,Patches,1.0
2024-08-02 00:23:52,Patches,1.0
2024-08-02 00:23:52,Patches,1.0
2024-08-02 00:23:53,PittedSurface,0.7433393
2024-08-02 00:23:53,Scratches,0.77490324
2024-08-02 00:23:53,Patches,0.9308836
2024-08-02 00:23:53,Patches,0.98119384
2024-08-02 00:23:53,Patches,0.99900633
2024-08-02 00:23:53,Patches,0.9999018
2024-08-02 00:23:54,Patches,0.9991947
2024-08-02 00:23:54,Patches,1.0
2024-08-02 00:23:54,Patches,1.0
2024-08-02 00:23:54,Patches,1.0
2024-08-02 00:23:54,Patches,1.0
2024-08-02 00:23:55,Patches,1.0
2024-08-02 00:23:55,Patches,1.0
2024-08-02 00:23:55,Patches,1.0
2024-08-02 00:23:55,Patches,1.0
2024-08-02 00:23:55,Patches,1.0
2024-08-02 00:23:55,Patches,1.0
2024-08-02 00:23:56,Patches,1.0
2024-08-02 00:23:56,Patches,1.0
2024-08-02 00:23:56,Patches,1.0
2024-08-02 00:23:56,Patches,1.0
2024-08-02 00:23:56,Patches,1.0
2024-08-02 00:23:56,Patches,1.0
2024-08-02 00:23:57,Patches,1.0
2024-08-02 00:23:57,Patches,1.0
2024-08-02 00:23:57,Patches,1.0
2024-08-02 00:23:57,Patches,1.0
2024-08-02 00:23:57,Patches,1.0
2024-08-02 00:23:58,PittedSurface,0.7466288
2024-08-02 00:23:58,Scratches,0.74924755
2024-08-02 00:23:58,Patches,0.9374795
2024-08-02 00:23:58,Patches,0.9834027
2024-08-02 00:23:58,Patches,0.99889636
2024-08-02 00:23:58,Patches,0.99989665
2024-08-02 00:23:59,Patches,0.9992157
2024-08-02 00:23:59,Patches,1.0
2024-08-02 00:23:59,Patches,1.0
2024-08-02 00:23:59,Patches,1.0
2024-08-02 00:23:59,Patches,1.0
2024-08-02 00:24:00,Patches,1.0
2024-08-02 00:24:00,Patches,1.0
2024-08-02 00:24:00,Patches,1.0
2024-08-02 00:24:00,Patches,1.0
2024-08-02 00:24:00,Patches,1.0
2024-08-02 00:24:01,Patches,1.0
2024-08-02 00:24:01,Patches,1.0
2024-08-02 00:24:01,Patches,1.0
2024-08-02 00:24:01,Patches,1.0
2024-08-02 00:24:01,Patches,1.0
2024-08-02 00:24:01,Patches,1.0
2024-08-02 00:24:02,Patches,1.0
2024-08-02 00:24:02,Patches,1.0
2024-08-02 00:24:02,Patches,1.0
2024-08-02 00:24:02,Patches,1.0
2024-08-02 00:24:02,Patches,1.0
2024-08-02 00:24:02,Patches,1.0
2024-08-02 00:24:03,PittedSurface,0.7433189
2024-08-02 00:24:03,Scratches,0.7703708
2024-08-02 00:24:03,Patches,0.9304386
2024-08-02 00:24:03,Patches,0.9829418
2024-08-02 00:24:03,Patches,0.99908006
2024-08-02 00:24:04,Patches,0.9999112
2024-08-02 00:24:04,Patches,0.9994605
2024-08-02 00:24:04,Patches,1.0
2024-08-02 00:24:04,Patches,1.0
2024-08-02 00:24:04,Patches,1.0
2024-08-02 00:24:04,Patches,1.0
2024-08-02 00:24:05,Patches,1.0
2024-08-02 00:24:05,Patches,1.0
2024-08-02 00:24:05,Patches,1.0
2024-08-02 00:24:05,Patches,1.0
2024-08-02 00:24:05,Patches,1.0
2024-08-02 00:24:06,Patches,1.0
2024-08-02 00:24:06,Patches,1.0
2024-08-02 00:24:06,Patches,1.0
2024-08-02 00:24:06,Patches,1.0
2024-08-02 00:24:06,Patches,1.0
2024-08-02 00:24:07,Patches,1.0
2024-08-02 00:24:07,Patches,1.0
2024-08-02 00:24:07,Patches,1.0
2024-08-02 00:24:07,Patches,1.0
2024-08-02 00:24:07,Patches,1.0
2024-08-02 00:24:08,Patches,1.0
2024-08-02 00:24:08,Patches,1.0
2024-08-02 00:24:08,PittedSurface,0.72794193
2024-08-02 00:24:08,Scratches,0.8501807
2024-08-02 00:24:08,Patches,0.9394403
2024-08-02 00:24:08,Patches,0.99559826
2024-08-02 00:24:09,Patches,0.9987453
2024-08-02 00:24:09,Patches,0.9995029
2024-08-02 00:24:09,Patches,0.99961406
2024-08-02 00:24:09,Patches,1.0
2024-08-02 00:24:09,Patches,1.0
2024-08-02 00:24:10,Patches,1.0
2024-08-02 00:24:10,Patches,1.0
2024-08-02 00:24:10,Patches,1.0
2024-08-02 00:24:10,Patches,1.0
2024-08-02 00:24:10,Patches,1.0
2024-08-02 00:24:11,Patches,1.0
2024-08-02 00:24:11,Patches,1.0
2024-08-02 00:24:11,Patches,1.0
2024-08-02 00:24:11,Patches,1.0
2024-08-02 00:24:11,Patches,1.0
2024-08-02 00:24:12,Patches,1.0
2024-08-02 00:24:12,Patches,1.0
2024-08-02 00:24:12,Patches,1.0
2024-08-02 00:24:12,Patches,1.0
2024-08-02 00:24:12,Patches,1.0
2024-08-02 00:24:13,Patches,1.0
2024-08-02 00:24:13,Patches,1.0
2024-08-02 00:24:13,Patches,1.0
2024-08-02 00:24:13,Patches,1.0
2024-08-02 00:24:13,PittedSurface,0.7267076
2024-08-02 00:24:14,Scratches,0.8557251
2024-08-02 00:24:14,Patches,0.94189394
2024-08-02 00:24:14,Patches,0.9961467
2024-08-02 00:24:14,Patches,0.9969014
2024-08-02 00:24:15,Patches,0.99915934
2024-08-02 00:24:15,Patches,0.9998727
2024-08-02 00:24:15,Patches,1.0
2024-08-02 00:24:15,Patches,1.0
2024-08-02 00:24:15,Patches,1.0
2024-08-02 00:24:16,Patches,1.0
2024-08-02 00:24:16,Patches,1.0
2024-08-02 00:24:16,Patches,1.0
2024-08-02 00:24:16,Patches,1.0
2024-08-02 00:24:17,Patches,1.0
2024-08-02 00:24:17,Patches,1.0
2024-08-02 00:24:17,Patches,1.0
2024-08-02 00:24:18,Patches,1.0
2024-08-02 00:24:18,Patches,1.0
2024-08-02 00:24:18,Patches,1.0
2024-08-02 00:24:18,Patches,1.0
2024-08-02 00:24:19,Patches,1.0
2024-08-02 00:24:19,Patches,1.0
2024-08-02 00:24:19,Patches,1.0
2024-08-02 00:24:19,Patches,1.0
2024-08-02 00:24:19,Patches,1.0
2024-08-02 00:24:20,Patches,1.0
2024-08-02 00:24:20,Patches,1.0
2024-08-02 00:24:20,PittedSurface,0.7256792
2024-08-02 00:24:21,Scratches,0.86823744
2024-08-02 00:24:21,Patches,0.9335894
2024-08-02 00:24:21,Patches,0.99597687
2024-08-02 00:24:21,Patches,0.9963102
2024-08-02 00:24:21,Patches,0.99882287
2024-08-02 00:24:22,Patches,0.99979025
2024-08-02 00:24:22,Patches,1.0
2024-08-02 00:24:22,Patches,1.0
2024-08-02 00:24:22,Patches,1.0
2024-08-02 00:24:22,Patches,1.0
2024-08-02 00:24:23,Patches,1.0
2024-08-02 00:24:23,Patches,1.0
2024-08-02 00:24:23,Patches,1.0
2024-08-02 00:24:23,Patches,1.0
2024-08-02 00:24:23,Patches,1.0
2024-08-02 00:24:24,Patches,1.0
2024-08-02 00:24:24,Patches,1.0
2024-08-02 00:24:24,Patches,1.0
2024-08-02 00:24:24,Patches,1.0
2024-08-02 00:24:24,Patches,1.0
2024-08-02 00:24:25,Patches,1.0
2024-08-02 00:24:25,Patches,1.0
2024-08-02 00:24:25,Patches,1.0
2024-08-02 00:24:25,Patches,1.0
2024-08-02 00:24:25,Patches,1.0
2024-08-02 00:24:26,Patches,1.0
2024-08-02 00:24:26,Patches,1.0
2024-08-02 00:24:26,PittedSurface,0.72621787
2024-08-02 00:24:26,Scratches,0.8530353
2024-08-02 00:24:27,Patches,0.9414751
2024-08-02 00:24:27,Patches,0.9964384
2024-08-02 00:24:27,Patches,0.99686795
2024-08-02 00:24:27,Patches,0.99911743
2024-08-02 00:24:28,Patches,0.99985933
2024-08-02 00:24:28,Patches,1.0
2024-08-02 00:24:28,Patches,1.0
2024-08-02 00:24:28,Patches,1.0
2024-08-02 00:24:28,Patches,1.0
2024-08-02 00:24:29,Patches,1.0
2024-08-02 00:24:29,Patches,1.0
